City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
634,Ortona,IT,56.84,overcast clouds,42.3496,14.4039,Hotel Ideale
636,Scicli,IT,50.9,broken clouds,36.7902,14.7014,Palazzo Conti
637,Abengourou,CI,63.68,clear sky,6.7297,-3.4964,Relief
640,Mount Gambier,AU,63.48,scattered clouds,-37.8333,140.7667,The Old Mount Gambier Gaol
641,Toamasina,MG,73.4,overcast clouds,-18.1667,49.3833,Androranga
645,Nouakchott,MR,71.04,broken clouds,18.0858,-15.9785,فندق أدرار
646,Half Moon Bay,US,54.45,few clouds,37.4636,-122.4286,Half Moon Bay Inn
651,Sao Jose Da Coroa Grande,BR,77.61,overcast clouds,-8.8978,-35.1478,Hotel do Sol
652,Wajir,KE,74.14,clear sky,1.7471,40.0573,Kilimanjaro
653,Houlton,US,36.01,overcast clouds,46.1262,-67.8403,Shiretown Inn & Suites
654,Phalombe,MW,65.48,moderate rain,-15.8064,35.6507,Thuchila Lodge
656,Mbarara,UG,59.54,scattered clouds,-0.608,30.65,Palace Hotel
659,Asifabad,IN,69.58,broken clouds,19.3667,79.2833,bhagyalaxmi hotel
662,Largo,US,74.23,clear sky,27.9095,-82.7873,Holiday Inn Express & Suites Largo-Clearwater
